record_id,timestamp,hour,zone_id,zone_name,lead_deceleration_mps2,approaching_speed_kmh,inter_vehicle_distance_m,time_to_collision_sec,v2v_warning_latency_ms,driver_reaction_time_sec,road_friction_coeff,traffic_density,secondary_collision_risk,reroute_recommended,synthetic_label
SEC-005050,2026-01-31 04:37:00,4,BLR-HEBBL-04,Hebbal Flyover,3.3,27.8,88.2,11.42,5.38,1.65,0.76,0.41,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005051,2026-01-28 07:00:00,7,BLR-HEBBL-04,Hebbal Flyover,10.94,73.8,130.6,6.37,6.22,1.55,0.79,0.53,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005052,2026-02-02 05:14:00,5,BLR-HEBBL-04,Hebbal Flyover,6.76,29.9,84.6,10.19,2.82,1.73,0.75,0.34,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005053,2026-02-26 06:49:00,6,BLR-SILK-01,Silk Board Junction,6.54,47.8,16.9,1.27,6.71,2.13,0.73,0.92,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005054,2026-01-12 04:41:00,4,BLR-YESHW-12,Yeshwanthpur TTMC Circle,3.61,73.8,22.7,1.11,8.66,2.13,0.75,0.63,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005055,2026-02-10 12:52:00,12,BLR-ORR-08,Outer Ring Road Sarjapur Jn,3.92,59.9,71.3,4.29,10.87,1.01,0.48,0.18,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005056,2026-02-15 23:15:00,23,BLR-YESHW-12,Yeshwanthpur TTMC Circle,3.59,25.5,98.3,13.88,5.07,2.0,0.49,0.5,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005057,2026-03-07 23:21:00,23,BLR-ORR-08,Outer Ring Road Sarjapur Jn,6.1,32.1,14.3,1.6,3.06,0.83,0.44,0.54,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005058,2026-01-19 05:50:00,5,BLR-WFIELD-07,Whitefield ITPL Main Gate,2.23,77.0,127.0,5.94,11.85,1.78,0.76,0.85,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005059,2026-03-13 05:36:00,5,BLR-BELLAN-06,Bellandur EcoSpace,5.2,74.9,130.7,6.28,9.83,2.0,0.45,0.87,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005060,2026-03-20 01:03:00,1,BLR-BELLAN-06,Bellandur EcoSpace,8.61,79.7,71.0,3.21,5.8,1.73,0.83,0.28,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005061,2026-02-19 02:53:00,2,BLR-KORAM-09,Koramangala Sony World Jn,11.36,46.3,83.9,6.52,3.16,1.74,0.37,0.43,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005062,2026-02-06 08:25:00,8,BLR-BELLAN-06,Bellandur EcoSpace,4.04,72.6,101.0,5.01,10.53,1.53,0.43,0.45,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005063,2026-03-19 14:05:00,14,BLR-BELLAN-06,Bellandur EcoSpace,8.35,37.4,134.1,12.91,9.57,1.3,0.78,0.42,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005064,2026-01-20 15:12:00,15,BLR-MGROAD-11,MG Road Brigade Jn,10.73,37.3,63.9,6.17,4.87,1.41,0.72,0.57,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005065,2026-02-09 14:33:00,14,BLR-MGROAD-11,MG Road Brigade Jn,6.73,32.2,125.6,14.04,8.45,1.02,0.42,0.93,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005066,2026-02-26 18:53:00,18,BLR-WFIELD-07,Whitefield ITPL Main Gate,7.09,20.8,75.3,13.03,4.15,1.64,0.37,0.47,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005067,2026-01-30 18:14:00,18,BLR-INDIRA-10,Indiranagar 100ft Road,5.39,27.2,67.4,8.92,3.08,1.3,0.85,0.78,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005068,2026-03-09 01:41:00,1,BLR-MGROAD-11,MG Road Brigade Jn,9.05,58.3,79.8,4.93,9.19,1.94,0.84,0.46,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005069,2026-01-04 10:35:00,10,BLR-MGROAD-11,MG Road Brigade Jn,6.54,36.6,75.5,7.43,11.4,1.83,0.39,0.72,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005070,2026-03-13 03:34:00,3,BLR-SILK-01,Silk Board Junction,7.06,51.7,77.3,5.38,4.04,2.0,0.45,0.29,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005071,2026-01-09 19:35:00,19,BLR-ECITY-02,Electronic City Toll,7.15,62.7,75.2,4.32,4.0,1.45,0.64,0.71,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005072,2026-02-13 17:07:00,17,BLR-ORR-08,Outer Ring Road Sarjapur Jn,9.15,35.7,18.5,1.87,4.68,0.92,0.72,0.23,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005073,2026-02-13 09:58:00,9,BLR-KRPUR-03,KR Puram Hanging Bridge,11.08,83.5,38.5,1.66,11.51,1.59,0.69,0.9,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005074,2026-03-22 07:48:00,7,BLR-MARATH-05,Marathahalli Bridge,8.34,74.0,126.5,6.15,5.53,1.34,0.38,0.9,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005075,2026-02-11 23:59:00,23,BLR-MGROAD-11,MG Road Brigade Jn,2.49,63.8,39.3,2.22,10.33,1.38,0.82,0.36,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005076,2026-01-06 22:27:00,22,BLR-HEBBL-04,Hebbal Flyover,2.19,77.0,30.2,1.41,5.59,1.91,0.8,0.98,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005077,2026-01-31 18:11:00,18,BLR-ECITY-02,Electronic City Toll,10.26,36.0,131.9,13.19,6.14,1.65,0.57,0.46,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005078,2026-02-28 17:54:00,17,BLR-SILK-01,Silk Board Junction,5.79,62.0,66.8,3.88,3.57,1.34,0.57,0.77,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005079,2026-03-06 08:33:00,8,BLR-BELLAN-06,Bellandur EcoSpace,2.75,80.9,79.5,3.54,3.18,2.04,0.44,0.71,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005080,2026-01-14 23:47:00,23,BLR-MARATH-05,Marathahalli Bridge,7.57,57.6,120.4,7.53,8.55,1.73,0.68,0.64,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005081,2026-02-07 06:51:00,6,BLR-ECITY-02,Electronic City Toll,5.58,58.6,55.1,3.38,7.04,1.29,0.67,0.67,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005082,2026-02-20 19:21:00,19,BLR-HEBBL-04,Hebbal Flyover,9.12,70.6,29.3,1.49,11.98,0.87,0.66,0.78,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005083,2026-01-08 08:47:00,8,BLR-YESHW-12,Yeshwanthpur TTMC Circle,4.08,46.6,128.4,9.92,10.32,1.59,0.65,0.93,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005084,2026-01-04 04:28:00,4,BLR-ECITY-02,Electronic City Toll,7.63,48.0,111.7,8.38,4.54,0.71,0.48,0.64,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005085,2026-02-19 03:27:00,3,BLR-YESHW-12,Yeshwanthpur TTMC Circle,9.75,61.2,27.9,1.64,3.67,0.98,0.81,0.69,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005086,2026-02-11 04:32:00,4,BLR-ORR-08,Outer Ring Road Sarjapur Jn,3.22,48.3,119.4,8.9,6.89,1.45,0.52,0.43,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005087,2026-02-19 06:19:00,6,BLR-SILK-01,Silk Board Junction,10.29,84.0,28.6,1.23,10.96,0.76,0.55,0.63,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005088,2026-02-22 12:28:00,12,BLR-MGROAD-11,MG Road Brigade Jn,3.05,37.4,111.8,10.76,8.95,1.94,0.59,0.8,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005089,2026-02-01 01:22:00,1,BLR-KRPUR-03,KR Puram Hanging Bridge,8.86,44.3,119.5,9.71,3.67,1.28,0.37,0.77,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005090,2026-03-01 08:09:00,8,BLR-MARATH-05,Marathahalli Bridge,10.24,76.5,78.9,3.71,2.94,1.93,0.84,0.95,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005091,2026-03-05 16:27:00,16,BLR-MGROAD-11,MG Road Brigade Jn,4.56,51.5,139.3,9.74,11.42,0.99,0.44,0.94,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005092,2026-03-29 14:30:00,14,BLR-MGROAD-11,MG Road Brigade Jn,10.54,29.4,99.5,12.18,11.24,0.93,0.6,0.39,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005093,2026-02-27 13:19:00,13,BLR-WFIELD-07,Whitefield ITPL Main Gate,8.45,63.8,51.0,2.88,8.57,1.33,0.73,0.86,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005094,2026-02-08 23:08:00,23,BLR-BELLAN-06,Bellandur EcoSpace,3.91,43.3,69.6,5.79,8.03,1.33,0.74,0.16,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005095,2026-03-18 03:38:00,3,BLR-KORAM-09,Koramangala Sony World Jn,6.62,23.6,101.1,15.42,2.71,1.8,0.72,0.48,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005096,2026-01-07 22:09:00,22,BLR-MARATH-05,Marathahalli Bridge,4.4,44.0,109.8,8.98,10.06,1.53,0.81,0.65,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005097,2026-01-13 21:13:00,21,BLR-KORAM-09,Koramangala Sony World Jn,10.36,43.7,10.2,0.84,8.27,1.72,0.75,0.47,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005098,2026-03-28 00:05:00,0,BLR-SILK-01,Silk Board Junction,3.64,75.6,55.0,2.62,8.42,1.49,0.64,0.94,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005099,2026-02-28 08:50:00,8,BLR-INDIRA-10,Indiranagar 100ft Road,11.06,46.4,10.2,0.79,11.8,1.04,0.47,0.58,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005100,2026-02-16 02:43:00,2,BLR-SILK-01,Silk Board Junction,8.97,46.8,56.1,4.32,6.73,1.79,0.77,0.57,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005101,2026-03-01 03:48:00,3,BLR-WFIELD-07,Whitefield ITPL Main Gate,4.21,59.4,16.2,0.98,9.15,2.13,0.47,0.93,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005102,2026-03-11 06:44:00,6,BLR-ECITY-02,Electronic City Toll,10.07,24.9,19.4,2.8,10.23,0.93,0.49,0.45,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005103,2026-03-14 16:03:00,16,BLR-KRPUR-03,KR Puram Hanging Bridge,2.35,68.2,47.6,2.51,4.11,1.61,0.75,0.83,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005104,2026-01-17 02:47:00,2,BLR-BELLAN-06,Bellandur EcoSpace,8.48,76.9,33.8,1.58,11.41,2.09,0.45,0.73,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005105,2026-01-06 14:17:00,14,BLR-BELLAN-06,Bellandur EcoSpace,5.14,66.3,93.1,5.06,10.87,1.99,0.73,0.5,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005106,2026-02-12 12:16:00,12,BLR-YESHW-12,Yeshwanthpur TTMC Circle,8.88,75.1,136.5,6.54,5.36,0.82,0.41,0.5,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005107,2026-02-15 06:55:00,6,BLR-YESHW-12,Yeshwanthpur TTMC Circle,4.9,79.0,56.2,2.56,7.11,1.84,0.67,0.32,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005108,2026-01-24 15:12:00,15,BLR-INDIRA-10,Indiranagar 100ft Road,4.48,44.5,26.8,2.17,8.03,1.0,0.69,0.33,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005109,2026-03-23 22:50:00,22,BLR-ORR-08,Outer Ring Road Sarjapur Jn,5.2,60.1,26.0,1.56,2.85,1.03,0.36,0.31,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005110,2026-02-17 22:02:00,22,BLR-ORR-08,Outer Ring Road Sarjapur Jn,8.25,53.5,52.6,3.54,11.82,0.99,0.52,0.42,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005111,2026-03-27 17:29:00,17,BLR-KRPUR-03,KR Puram Hanging Bridge,5.28,49.8,12.5,0.9,3.6,1.9,0.66,0.33,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005112,2026-01-30 05:58:00,5,BLR-MGROAD-11,MG Road Brigade Jn,6.57,51.1,138.6,9.76,4.9,1.14,0.47,0.25,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005113,2026-03-01 08:50:00,8,BLR-KORAM-09,Koramangala Sony World Jn,10.16,24.5,81.2,11.93,11.84,1.79,0.4,0.64,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005114,2026-02-01 15:51:00,15,BLR-HEBBL-04,Hebbal Flyover,2.53,32.4,63.5,7.06,4.35,0.77,0.64,0.76,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005115,2026-03-12 09:49:00,9,BLR-SILK-01,Silk Board Junction,9.35,21.8,125.7,20.76,7.17,1.86,0.46,0.43,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005116,2026-03-30 09:04:00,9,BLR-WFIELD-07,Whitefield ITPL Main Gate,10.54,66.3,130.0,7.06,7.66,1.38,0.55,0.67,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005117,2026-03-25 19:53:00,19,BLR-WFIELD-07,Whitefield ITPL Main Gate,9.89,26.0,48.3,6.69,10.57,1.69,0.56,0.65,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005118,2026-01-10 21:32:00,21,BLR-MARATH-05,Marathahalli Bridge,10.25,43.2,21.1,1.76,11.79,1.51,0.52,0.95,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005119,2026-03-19 19:50:00,19,BLR-ORR-08,Outer Ring Road Sarjapur Jn,10.31,63.8,102.5,5.78,11.26,1.02,0.58,0.72,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005120,2026-02-26 20:02:00,20,BLR-MGROAD-11,MG Road Brigade Jn,7.64,70.2,134.3,6.89,5.98,1.62,0.82,0.22,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005121,2026-01-20 22:56:00,22,BLR-ECITY-02,Electronic City Toll,8.88,62.9,57.8,3.31,3.33,1.46,0.41,0.39,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005122,2026-01-04 17:00:00,17,BLR-WFIELD-07,Whitefield ITPL Main Gate,6.57,22.3,96.2,15.53,8.92,1.51,0.67,0.94,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005123,2026-03-03 09:12:00,9,BLR-MARATH-05,Marathahalli Bridge,8.44,21.3,29.5,4.99,3.49,0.81,0.52,0.39,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005124,2026-03-18 00:57:00,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,6.19,59.1,41.5,2.53,8.01,0.88,0.37,0.48,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005125,2026-02-22 07:21:00,7,BLR-SILK-01,Silk Board Junction,3.32,61.9,126.3,7.35,9.64,1.41,0.47,0.56,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005126,2026-03-14 20:27:00,20,BLR-SILK-01,Silk Board Junction,8.74,56.5,76.1,4.85,6.08,0.92,0.56,0.19,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005127,2026-02-11 15:49:00,15,BLR-ECITY-02,Electronic City Toll,4.74,45.1,37.8,3.02,7.69,1.33,0.69,0.52,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005128,2026-02-03 03:29:00,3,BLR-HEBBL-04,Hebbal Flyover,5.07,24.2,88.9,13.22,11.11,1.73,0.37,0.98,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005129,2026-01-06 19:37:00,19,BLR-WFIELD-07,Whitefield ITPL Main Gate,10.05,77.1,32.0,1.49,5.22,1.58,0.78,0.95,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005130,2026-03-30 09:34:00,9,BLR-KRPUR-03,KR Puram Hanging Bridge,9.46,28.7,77.3,9.7,7.46,1.95,0.5,0.86,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005131,2026-01-14 08:30:00,8,BLR-INDIRA-10,Indiranagar 100ft Road,4.49,67.9,30.3,1.61,7.49,1.43,0.57,0.68,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005132,2026-01-17 02:19:00,2,BLR-MARATH-05,Marathahalli Bridge,4.87,54.0,85.3,5.69,7.74,0.91,0.4,0.73,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005133,2026-02-24 16:28:00,16,BLR-ECITY-02,Electronic City Toll,6.25,25.9,46.8,6.51,2.87,1.25,0.69,0.61,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005134,2026-02-22 18:05:00,18,BLR-KRPUR-03,KR Puram Hanging Bridge,5.12,45.5,57.1,4.52,9.56,1.6,0.59,0.46,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005135,2026-03-04 17:31:00,17,BLR-HEBBL-04,Hebbal Flyover,2.24,70.4,106.2,5.43,6.09,1.85,0.75,0.5,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005136,2026-01-16 00:48:00,0,BLR-INDIRA-10,Indiranagar 100ft Road,10.06,56.1,62.5,4.01,3.46,0.73,0.36,0.2,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005137,2026-01-25 10:45:00,10,BLR-MARATH-05,Marathahalli Bridge,8.19,62.8,45.4,2.6,7.16,0.88,0.79,0.29,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005138,2026-02-28 08:26:00,8,BLR-ORR-08,Outer Ring Road Sarjapur Jn,7.47,35.3,33.0,3.37,11.48,0.72,0.36,0.9,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005139,2026-03-03 13:22:00,13,BLR-SILK-01,Silk Board Junction,7.97,69.2,52.8,2.75,3.13,2.07,0.36,0.31,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005140,2026-02-03 09:28:00,9,BLR-KORAM-09,Koramangala Sony World Jn,8.93,53.3,51.7,3.49,5.05,1.76,0.79,0.18,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005141,2026-02-01 09:47:00,9,BLR-KRPUR-03,KR Puram Hanging Bridge,6.93,46.3,88.8,6.9,9.43,1.87,0.81,0.16,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005142,2026-01-23 15:20:00,15,BLR-WFIELD-07,Whitefield ITPL Main Gate,10.68,24.4,14.6,2.15,6.16,0.75,0.36,0.59,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005143,2026-01-16 13:17:00,13,BLR-KORAM-09,Koramangala Sony World Jn,11.48,38.5,134.2,12.55,11.52,1.63,0.47,0.4,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005144,2026-01-17 06:52:00,6,BLR-ORR-08,Outer Ring Road Sarjapur Jn,2.96,43.6,22.4,1.85,5.96,0.9,0.7,0.84,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005145,2026-02-17 04:50:00,4,BLR-MARATH-05,Marathahalli Bridge,3.43,28.2,95.0,12.13,7.41,2.1,0.78,0.54,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005146,2026-03-31 22:25:00,22,BLR-SILK-01,Silk Board Junction,3.26,37.6,67.9,6.5,4.13,1.86,0.37,0.6,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005147,2026-01-21 04:36:00,4,BLR-YESHW-12,Yeshwanthpur TTMC Circle,5.66,64.5,32.1,1.79,11.6,2.12,0.63,0.68,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005148,2026-03-10 18:31:00,18,BLR-MARATH-05,Marathahalli Bridge,5.91,20.5,53.7,9.43,10.07,0.81,0.41,0.26,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005149,2026-03-22 03:33:00,3,BLR-KRPUR-03,KR Puram Hanging Bridge,10.0,53.5,116.1,7.81,3.21,1.54,0.8,0.29,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005150,2026-01-02 16:46:00,16,BLR-ECITY-02,Electronic City Toll,7.12,37.8,34.7,3.3,10.75,1.06,0.68,0.37,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005151,2026-02-18 21:30:00,21,BLR-MARATH-05,Marathahalli Bridge,3.85,55.4,9.2,0.6,5.42,1.61,0.81,0.26,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005152,2026-03-15 22:01:00,22,BLR-KORAM-09,Koramangala Sony World Jn,10.74,23.9,92.9,13.99,4.14,2.15,0.59,0.28,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005153,2026-03-29 15:14:00,15,BLR-MARATH-05,Marathahalli Bridge,9.63,37.6,129.5,12.4,4.92,1.15,0.79,0.27,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005154,2026-02-16 22:15:00,22,BLR-BELLAN-06,Bellandur EcoSpace,2.39,60.9,130.0,7.68,3.42,2.17,0.37,0.74,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005155,2026-01-15 20:46:00,20,BLR-MGROAD-11,MG Road Brigade Jn,4.59,30.6,67.7,7.96,3.95,1.53,0.43,0.35,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005156,2026-02-14 12:00:00,12,BLR-BELLAN-06,Bellandur EcoSpace,4.44,38.9,97.6,9.03,8.03,0.87,0.5,0.9,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005157,2026-02-12 04:31:00,4,BLR-BELLAN-06,Bellandur EcoSpace,5.89,20.6,47.7,8.34,7.07,1.88,0.63,0.6,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005158,2026-01-09 23:04:00,23,BLR-ORR-08,Outer Ring Road Sarjapur Jn,3.69,33.2,114.5,12.42,7.36,1.17,0.48,0.35,LOW,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005159,2026-02-09 21:08:00,21,BLR-MGROAD-11,MG Road Brigade Jn,7.81,45.6,77.5,6.12,10.29,1.72,0.69,0.15,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005160,2026-02-08 17:57:00,17,BLR-BELLAN-06,Bellandur EcoSpace,6.41,83.2,42.6,1.84,8.92,1.11,0.64,0.47,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005161,2026-01-31 15:34:00,15,BLR-MARATH-05,Marathahalli Bridge,10.54,32.6,119.7,13.22,3.28,1.4,0.41,0.8,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005162,2026-01-11 03:37:00,3,BLR-KORAM-09,Koramangala Sony World Jn,6.46,77.3,91.6,4.27,9.11,2.04,0.55,0.4,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005163,2026-01-02 18:05:00,18,BLR-INDIRA-10,Indiranagar 100ft Road,5.52,27.0,11.1,1.48,7.87,1.47,0.69,0.25,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005164,2026-02-27 22:22:00,22,BLR-ORR-08,Outer Ring Road Sarjapur Jn,7.44,52.2,112.7,7.77,3.72,1.77,0.71,0.85,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005165,2026-01-14 05:24:00,5,BLR-YESHW-12,Yeshwanthpur TTMC Circle,9.45,46.8,41.9,3.22,7.14,0.88,0.71,0.54,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005166,2026-03-15 02:48:00,2,BLR-MARATH-05,Marathahalli Bridge,2.97,40.2,75.8,6.79,10.92,1.57,0.46,0.94,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005167,2026-03-21 00:03:00,0,BLR-KRPUR-03,KR Puram Hanging Bridge,4.95,46.0,113.0,8.84,8.11,1.62,0.59,0.55,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005168,2026-02-16 17:53:00,17,BLR-INDIRA-10,Indiranagar 100ft Road,11.12,32.5,42.6,4.72,10.51,2.03,0.73,0.73,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005169,2026-03-04 10:35:00,10,BLR-INDIRA-10,Indiranagar 100ft Road,6.27,32.8,86.4,9.48,9.14,1.44,0.73,0.8,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005170,2026-02-06 01:42:00,1,BLR-BELLAN-06,Bellandur EcoSpace,5.61,80.3,103.3,4.63,3.08,1.96,0.6,0.43,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005171,2026-02-03 08:32:00,8,BLR-MARATH-05,Marathahalli Bridge,6.83,51.0,62.6,4.42,5.96,0.9,0.54,0.3,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005172,2026-01-30 09:45:00,9,BLR-HEBBL-04,Hebbal Flyover,3.73,55.8,48.6,3.14,10.86,1.25,0.51,0.62,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005173,2026-02-20 04:04:00,4,BLR-KRPUR-03,KR Puram Hanging Bridge,3.42,58.4,52.3,3.22,3.37,1.22,0.67,0.43,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005174,2026-03-25 05:41:00,5,BLR-MARATH-05,Marathahalli Bridge,5.57,29.9,26.5,3.19,5.02,1.97,0.73,0.43,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005175,2026-03-10 11:26:00,11,BLR-SILK-01,Silk Board Junction,8.42,77.9,118.7,5.49,10.41,1.37,0.51,0.35,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005176,2026-03-31 16:38:00,16,BLR-SILK-01,Silk Board Junction,8.59,62.2,26.2,1.52,4.43,1.33,0.36,0.2,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
